TEAM_ID,SEASON,GP_non_clutch,GP_clutch,WINS_non_clutch,WINS_clutch,WIN_PCT_non_clutch,WIN_PCT_clutch,TEAM_NAME
1610612747,2019,80.0,21.0,60.0,13.0,0.75,0.6190476190476191,Los Angeles Lakers
1610612747,2020,62.0,21.0,37.0,12.0,0.5967741935483871,0.5714285714285714,Los Angeles Lakers
1610612747,2021,61.0,27.0,20.0,13.0,0.32786885245901637,0.48148148148148145,Los Angeles Lakers
1610612747,2022,27.0,10.0,9.0,5.0,0.3333333333333333,0.5,Los Angeles Lakers
1610612748,2003,81.0,21.0,41.0,11.0,0.5061728395061729,0.5238095238095238,Miami Heat
1610612748,2004,76.0,24.0,57.0,14.0,0.75,0.5833333333333334,Miami Heat
1610612748,2005,80.0,32.0,49.0,22.0,0.6125,0.6875,Miami Heat
1610612748,2006,65.0,28.0,27.0,19.0,0.4153846153846154,0.6785714285714286,Miami Heat
1610612748,2007,63.0,26.0,8.0,7.0,0.12698412698412698,0.2692307692307692,Miami Heat
1610612748,2008,68.0,28.0,31.0,17.0,0.45588235294117646,0.6071428571428571,Miami Heat
1610612748,2009,70.0,24.0,39.0,11.0,0.5571428571428572,0.4583333333333333,Miami Heat
1610612748,2010,84.0,25.0,66.0,8.0,0.7857142857142857,0.32,Miami Heat
1610612748,2011,71.0,20.0,52.0,11.0,0.7323943661971831,0.55,Miami Heat
1610612748,2012,87.0,26.0,67.0,19.0,0.7701149425287356,0.7307692307692307,Miami Heat
1610612748,2013,77.0,33.0,53.0,19.0,0.6883116883116883,0.5757575757575758,Miami Heat
1610612748,2014,64.0,26.0,27.0,14.0,0.421875,0.5384615384615384,Miami Heat
1610612748,2015,75.0,29.0,42.0,17.0,0.56,0.5862068965517241,Miami Heat
1610612748,2016,65.0,25.0,35.0,10.0,0.5384615384615384,0.4,Miami Heat
1610612748,2017,62.0,31.0,31.0,17.0,0.5,0.5483870967741935,Miami Heat
1610612748,2018,60.0,28.0,30.0,12.0,0.5,0.42857142857142855,Miami Heat
1610612748,2019,74.0,28.0,46.0,17.0,0.6216216216216216,0.6071428571428571,Miami Heat
1610612748,2020,60.0,19.0,32.0,9.0,0.5333333333333333,0.47368421052631576,Miami Heat
1610612748,2021,83.0,23.0,56.0,13.0,0.6746987951807228,0.5652173913043478,Miami Heat
1610612748,2022,21.0,16.0,9.0,11.0,0.42857142857142855,0.6875,Miami Heat
1610612749,2003,67.0,28.0,32.0,14.0,0.47761194029850745,0.5,Milwaukee Bucks
1610612749,2004,54.0,30.0,18.0,13.0,0.3333333333333333,0.43333333333333335,Milwaukee Bucks
1610612749,2005,61.0,34.0,24.0,20.0,0.39344262295081966,0.5882352941176471,Milwaukee Bucks
1610612749,2006,64.0,26.0,21.0,10.0,0.328125,0.38461538461538464,Milwaukee Bucks
1610612749,2007,57.0,32.0,14.0,15.0,0.24561403508771928,0.46875,Milwaukee Bucks
1610612749,2008,68.0,22.0,25.0,10.0,0.36764705882352944,0.45454545454545453,Milwaukee Bucks
1610612749,2009,63.0,34.0,35.0,17.0,0.5555555555555556,0.5,Milwaukee Bucks
1610612749,2010,68.0,22.0,29.0,9.0,0.4264705882352941,0.4090909090909091,Milwaukee Bucks
1610612749,2011,47.0,21.0,24.0,7.0,0.5106382978723404,0.3333333333333333,Milwaukee Bucks
1610612749,2012,69.0,25.0,28.0,13.0,0.4057971014492754,0.52,Milwaukee Bucks
1610612749,2013,66.0,22.0,8.0,8.0,0.12121212121212122,0.36363636363636365,Milwaukee Bucks
1610612749,2014,70.0,25.0,34.0,12.0,0.4857142857142857,0.48,Milwaukee Bucks
1610612749,2015,64.0,24.0,26.0,9.0,0.40625,0.375,Milwaukee Bucks
1610612749,2016,68.0,26.0,32.0,15.0,0.47058823529411764,0.5769230769230769,Milwaukee Bucks
1610612749,2017,64.0,29.0,31.0,17.0,0.484375,0.5862068965517241,Milwaukee Bucks
1610612749,2018,83.0,18.0,67.0,6.0,0.8072289156626506,0.3333333333333333,Milwaukee Bucks
1610612749,2019,77.0,14.0,61.0,7.0,0.7922077922077922,0.5,Milwaukee Bucks
1610612749,2020,79.0,21.0,51.0,13.0,0.6455696202531646,0.6190476190476191,Milwaukee Bucks
1610612749,2021,82.0,17.0,51.0,8.0,0.6219512195121951,0.47058823529411764,Milwaukee Bucks
1610612749,2022,28.0,8.0,18.0,4.0,0.6428571428571429,0.5,Milwaukee Bucks
1610612750,2003,80.0,28.0,54.0,18.0,0.675,0.6428571428571429,Minnesota Timberwolves
1610612750,2004,60.0,26.0,32.0,14.0,0.5333333333333333,0.5384615384615384,Minnesota Timberwolves
1610612750,2005,58.0,32.0,24.0,13.0,0.41379310344827586,0.40625,Minnesota Timberwolves
1610612750,2006,61.0,29.0,21.0,16.0,0.3442622950819672,0.5517241379310345,Minnesota Timberwolves
1610612750,2007,66.0,22.0,15.0,8.0,0.22727272727272727,0.36363636363636365,Minnesota Timberwolves
1610612750,2008,68.0,22.0,21.0,9.0,0.3088235294117647,0.4090909090909091,Minnesota Timberwolves
1610612750,2009,71.0,19.0,13.0,5.0,0.18309859154929578,0.2631578947368421,Minnesota Timberwolves
1610612750,2010,68.0,22.0,17.0,6.0,0.25,0.2727272727272727,Minnesota Timberwolves
1610612750,2011,44.0,24.0,18.0,10.0,0.4090909090909091,0.4166666666666667,Minnesota Timberwolves
